JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer_Code,Comment_Code(s),Comp_Star_1,Comp_Star_2,Charts,Comments,Transfomed,Airmass,Validation_Flag,Cmag,Kmag,HJD,Star_Name,Observer_Affiliation,Measurement_Method,Grouping_Method,ADS_Reference,Digitizer,Credit
2459716.394109,14.898,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.093,18.276,,TCP J14225968+4122545,VVS,STD,,,,
2459716.394572,14.850,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.091,18.285,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39464,14.665,0.033,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,15.006,,XM116HT,MCSE,STD,,,,
2459716.395023,14.887,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.106,18.293,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39539,14.808,0.034,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.901,,XM116HT,MCSE,STD,,,,
2459716.395486,14.903,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.095,18.284,,TCP J14225968+4122545,VVS,STD,,,,
2459716.395938,14.898,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.093,18.282,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39615,14.688,0.031,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.915,,XM116HT,MCSE,STD,,,,
2459716.396435,14.864,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.098,18.294,,TCP J14225968+4122545,VVS,STD,,,,
2459716.396898,14.893,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.090,18.292,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39691,14.790,0.032,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.998,,XM116HT,MCSE,STD,,,,
2459716.397361,14.885,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.090,18.261,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39767,14.809,0.035,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.809,,XM116HT,MCSE,STD,,,,
2459716.397812,14.873,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.081,18.291,,TCP J14225968+4122545,VVS,STD,,,,
2459716.398264,14.901,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,17.092,18.279,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39842,14.776,0.055,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.887,,XM116HT,MCSE,STD,,,,
2459716.398773,14.888,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,17.088,18.293,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39918,14.912,0.099,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.668,,XM116HT,MCSE,STD,,,,
2459716.399236,14.916,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.026,Z,17.073,18.260,,TCP J14225968+4122545,VVS,STD,,,,
2459716.399711,14.903,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,17.086,18.268,,TCP J14225968+4122545,VVS,STD,,,,
2459716.39994,14.635,0.065,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.826,,XM116HT,MCSE,STD,,,,
2459716.400162,14.894,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,17.091,18.283,,TCP J14225968+4122545,VVS,STD,,,,
2459716.401169,14.923,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,17.097,18.274,,TCP J14225968+4122545,VVS,STD,,,,
2459716.401632,14.918,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,17.085,18.280,,TCP J14225968+4122545,VVS,STD,,,,
2459716.402095,14.944,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,17.101,18.263,,TCP J14225968+4122545,VVS,STD,,,,
2459716.402546,14.931,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,17.090,18.242,,TCP J14225968+4122545,VVS,STD,,,,
2459716.402998,14.933,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,17.103,18.245,,TCP J14225968+4122545,VVS,STD,,,,
2459716.404410,14.951,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.072,18.251,,TCP J14225968+4122545,VVS,STD,,,,
2459716.404850,14.943,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.074,18.259,,TCP J14225968+4122545,VVS,STD,,,,
2459716.405324,14.917,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.088,18.269,,TCP J14225968+4122545,VVS,STD,,,,
2459716.405810,14.908,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,17.066,18.272,,TCP J14225968+4122545,VVS,STD,,,,
2459716.406262,14.911,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,17.076,18.253,,TCP J14225968+4122545,VVS,STD,,,,
2459716.406725,14.942,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,17.074,18.262,,TCP J14225968+4122545,VVS,STD,,,,
2459716.407176,14.936,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.021,Z,17.079,18.262,,TCP J14225968+4122545,VVS,STD,,,,
2459716.407627,14.914,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,17.101,18.250,,TCP J14225968+4122545,VVS,STD,,,,
2459716.408113,14.951,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,17.071,18.263,,TCP J14225968+4122545,VVS,STD,,,,
2459716.408565,14.954,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,17.075,18.273,,TCP J14225968+4122545,VVS,STD,,,,
2459716.409005,14.984,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,17.074,18.271,,TCP J14225968+4122545,VVS,STD,,,,
2459716.409468,14.931,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.020,Z,17.074,18.243,,TCP J14225968+4122545,VVS,STD,,,,
2459716.409919,14.941,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,17.090,18.275,,TCP J14225968+4122545,VVS,STD,,,,
2459716.410405,14.970,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,17.079,18.270,,TCP J14225968+4122545,VVS,STD,,,,
2459716.410856,14.971,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,17.070,18.247,,TCP J14225968+4122545,VVS,STD,,,,
2459716.411308,14.956,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,17.095,18.298,,TCP J14225968+4122545,VVS,STD,,,,
2459716.411759,14.979,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.019,Z,17.075,18.234,,TCP J14225968+4122545,VVS,STD,,,,
2459716.412199,14.954,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,17.091,18.263,,TCP J14225968+4122545,VVS,STD,,,,
2459716.412685,14.967,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,17.076,18.269,,TCP J14225968+4122545,VVS,STD,,,,
2459716.413137,14.963,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,17.062,18.245,,TCP J14225968+4122545,VVS,STD,,,,
2459716.413588,15.000,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,17.074,18.269,,TCP J14225968+4122545,VVS,STD,,,,
2459716.414051,14.996,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.018,Z,17.074,18.287,,TCP J14225968+4122545,VVS,STD,,,,
2459716.414502,14.989,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.068,18.238,,TCP J14225968+4122545,VVS,STD,,,,
2459716.415046,14.961,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.094,18.273,,TCP J14225968+4122545,VVS,STD,,,,
2459716.415498,14.959,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.078,18.278,,TCP J14225968+4122545,VVS,STD,,,,
2459716.415961,14.944,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.081,18.251,,TCP J14225968+4122545,VVS,STD,,,,
2459716.416412,14.935,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.069,18.254,,TCP J14225968+4122545,VVS,STD,,,,
2459716.416863,14.889,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.084,18.260,,TCP J14225968+4122545,VVS,STD,,,,
2459716.417350,14.916,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.069,18.257,,TCP J14225968+4122545,VVS,STD,,,,
2459716.417812,14.953,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.062,18.262,,TCP J14225968+4122545,VVS,STD,,,,
2459716.418275,14.929,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.065,18.239,,TCP J14225968+4122545,VVS,STD,,,,
2459716.418738,14.933,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.071,18.244,,TCP J14225968+4122545,VVS,STD,,,,
2459716.421632,14.977,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.045,18.212,,TCP J14225968+4122545,VVS,STD,,,,
2459716.422083,14.955,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.050,18.222,,TCP J14225968+4122545,VVS,STD,,,,
2459716.422523,15.001,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.061,18.234,,TCP J14225968+4122545,VVS,STD,,,,
2459716.422986,14.998,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.057,18.234,,TCP J14225968+4122545,VVS,STD,,,,
2459716.423438,14.948,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.073,18.231,,TCP J14225968+4122545,VVS,STD,,,,
2459716.423912,14.967,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.042,18.253,,TCP J14225968+4122545,VVS,STD,,,,
2459716.424352,14.973,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.036,18.246,,TCP J14225968+4122545,VVS,STD,,,,
2459716.424803,14.928,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.042,18.228,,TCP J14225968+4122545,VVS,STD,,,,
2459716.425266,14.935,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.031,18.249,,TCP J14225968+4122545,VVS,STD,,,,
2459716.425729,14.888,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.061,18.220,,TCP J14225968+4122545,VVS,STD,,,,
2459716.426204,14.915,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.042,18.232,,TCP J14225968+4122545,VVS,STD,,,,
2459716.426655,14.912,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.048,18.233,,TCP J14225968+4122545,VVS,STD,,,,
2459716.427095,14.937,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.049,18.221,,TCP J14225968+4122545,VVS,STD,,,,
2459716.427558,14.945,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.042,18.229,,TCP J14225968+4122545,VVS,STD,,,,
2459716.428009,14.981,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.037,18.195,,TCP J14225968+4122545,VVS,STD,,,,
2459716.428565,14.947,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.055,18.254,,TCP J14225968+4122545,VVS,STD,,,,
2459716.429039,14.935,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.063,18.216,,TCP J14225968+4122545,VVS,STD,,,,
2459716.429491,14.992,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.039,18.209,,TCP J14225968+4122545,VVS,STD,,,,
2459716.429942,14.971,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.057,18.219,,TCP J14225968+4122545,VVS,STD,,,,
2459716.430405,14.974,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.078,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.431343,14.971,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.050,18.255,,TCP J14225968+4122545,VVS,STD,,,,
2459716.432245,14.979,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.050,18.216,,TCP J14225968+4122545,VVS,STD,,,,
2459716.432708,15.006,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.058,18.193,,TCP J14225968+4122545,VVS,STD,,,,
2459716.433194,14.984,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.057,18.245,,TCP J14225968+4122545,VVS,STD,,,,
2459716.433634,14.987,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.054,18.256,,TCP J14225968+4122545,VVS,STD,,,,
2459716.434086,14.996,0.021,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.052,18.242,,TCP J14225968+4122545,VVS,STD,,,,
2459716.434537,14.988,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.032,18.229,,TCP J14225968+4122545,VVS,STD,,,,
2459716.435000,14.951,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.071,18.234,,TCP J14225968+4122545,VVS,STD,,,,
2459716.435498,14.985,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.047,18.261,,TCP J14225968+4122545,VVS,STD,,,,
2459716.435949,14.971,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.037,18.247,,TCP J14225968+4122545,VVS,STD,,,,
2459716.436400,14.931,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.055,18.220,,TCP J14225968+4122545,VVS,STD,,,,
2459716.436840,14.956,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.051,18.233,,TCP J14225968+4122545,VVS,STD,,,,
2459716.437303,14.931,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.067,18.226,,TCP J14225968+4122545,VVS,STD,,,,
2459716.437836,14.933,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.062,18.238,,TCP J14225968+4122545,VVS,STD,,,,
2459716.438275,14.988,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.048,18.224,,TCP J14225968+4122545,VVS,STD,,,,
2459716.438715,14.965,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.051,18.216,,TCP J14225968+4122545,VVS,STD,,,,
2459716.439167,14.913,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.055,18.226,,TCP J14225968+4122545,VVS,STD,,,,
2459716.439618,14.955,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.058,18.221,,TCP J14225968+4122545,VVS,STD,,,,
2459716.440104,14.972,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.045,18.237,,TCP J14225968+4122545,VVS,STD,,,,
2459716.440544,14.948,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.070,18.229,,TCP J14225968+4122545,VVS,STD,,,,
2459716.440995,14.909,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.043,18.228,,TCP J14225968+4122545,VVS,STD,,,,
2459716.441447,14.915,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.045,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.441887,14.923,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.050,18.240,,TCP J14225968+4122545,VVS,STD,,,,
2459716.442373,14.948,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.035,18.224,,TCP J14225968+4122545,VVS,STD,,,,
2459716.442824,14.890,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.014,Z,17.047,18.227,,TCP J14225968+4122545,VVS,STD,,,,
2459716.443275,14.905,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.047,18.246,,TCP J14225968+4122545,VVS,STD,,,,
2459716.443727,14.930,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.056,18.251,,TCP J14225968+4122545,VVS,STD,,,,
2459716.444190,14.930,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.048,18.430,,TCP J14225968+4122545,VVS,STD,,,,
2459716.444688,14.918,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.045,18.240,,TCP J14225968+4122545,VVS,STD,,,,
2459716.445127,14.906,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.056,18.234,,TCP J14225968+4122545,VVS,STD,,,,
2459716.445579,14.904,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.031,18.228,,TCP J14225968+4122545,VVS,STD,,,,
2459716.446030,14.880,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.055,18.246,,TCP J14225968+4122545,VVS,STD,,,,
2459716.446481,14.905,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.057,18.202,,TCP J14225968+4122545,VVS,STD,,,,
2459716.447025,14.859,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.074,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.447477,14.897,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.015,Z,17.048,18.244,,TCP J14225968+4122545,VVS,STD,,,,
2459716.447951,14.860,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.070,18.215,,TCP J14225968+4122545,VVS,STD,,,,
2459716.448403,14.863,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.051,18.226,,TCP J14225968+4122545,VVS,STD,,,,
2459716.448877,14.836,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.074,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.449375,14.869,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.064,18.216,,TCP J14225968+4122545,VVS,STD,,,,
2459716.449838,14.888,0.020,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.058,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.450729,14.896,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.016,Z,17.056,18.248,,TCP J14225968+4122545,VVS,STD,,,,
2459716.451181,14.852,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.073,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.451667,14.848,0.018,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.061,18.211,,TCP J14225968+4122545,VVS,STD,,,,
2459716.452118,14.872,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.065,18.227,,TCP J14225968+4122545,VVS,STD,,,,
2459716.452558,14.900,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.049,18.234,,TCP J14225968+4122545,VVS,STD,,,,
2459716.453009,14.889,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.056,18.241,,TCP J14225968+4122545,VVS,STD,,,,
2459716.453461,14.860,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.017,Z,17.058,18.213,,TCP J14225968+4122545,VVS,STD,,,,
